id,name,url,ESG,E,S,G
4,PointPay,https://icomarks.com/ico/PointPay,0.000 ,0.000 ,0.000 ,0.000 
12,serenitysource,https://icomarks.com/ico/serenitysource,0.000 ,0.000 ,0.000 ,0.000 
20,UCOIN,https://icomarks.com/ico/UCOIN,0.000 ,0.000 ,0.000 ,0.000 
24,CINEMADROM (PreICO),https://icomarks.com/ico/CINEMADROM-(PreICO),0.000 ,0.000 ,0.000 ,0.000 
44,QuickX Protocol,https://icomarks.com/ico/QuickX-Protocol,0.000 ,0.000 ,0.000 ,0.000 
54,Connecty.io,https://icomarks.com/ico/Connecty.io,0.000 ,0.000 ,0.000 ,0.000 
55,Crypto APIs,https://icomarks.com/ico/Crypto-APIs,0.000 ,0.000 ,0.000 ,0.000 
56,CRYSTALS,https://icomarks.com/ico/CRYSTALS,0.000 ,0.000 ,0.000 ,0.000 
60,EverLife.AI,https://icomarks.com/ico/EverLife.AI,0.006 ,0.000 ,0.004 ,0.002 
74,PearlPay,https://icomarks.com/ico/PearlPay,0.000 ,0.000 ,0.000 ,0.000 
85,Trimpo,https://icomarks.com/ico/Trimpo,0.000 ,0.000 ,0.000 ,0.000 
86,Urbit Data,https://icomarks.com/ico/Urbit-Data,0.000 ,0.000 ,0.000 ,0.000 
91,AWAX Blockchain Of Trust,https://icomarks.com/ico/AWAX-Blockchain-Of-Trust,0.000 ,0.000 ,0.000 ,0.000 
92,Bamboo (Wellness),https://icomarks.com/ico/Bamboo-(Wellness),0.000 ,0.000 ,0.000 ,0.000 
107,HighVibe.Network,https://icomarks.com/ico/HighVibe.Network,0.000 ,0.000 ,0.000 ,0.000 
112,NOIA Network,https://icomarks.com/ico/NOIA-Network,0.000 ,0.000 ,0.000 ,0.000 
123,Zero Carbon Project,https://icomarks.com/ico/Zero-Carbon-Project,0.010 ,0.010 ,0.000 ,0.000 
124,Amark,https://icomarks.com/ico/Amark,0.000 ,0.000 ,0.000 ,0.000 
125,ArcadierX,https://icomarks.com/ico/ArcadierX,0.000 ,0.000 ,0.000 ,0.000 
133,Casper API,https://icomarks.com/ico/Casper-API,0.000 ,0.000 ,0.000 ,0.000 
147,EyeGlob.Net,https://icomarks.com/ico/EyeGlob.Net,0.000 ,0.000 ,0.000 ,0.000 
149,Galion.io,https://icomarks.com/ico/Galion.io,0.000 ,0.000 ,0.000 ,0.000 
167,SELFLLERY,https://icomarks.com/ico/SELFLLERY,0.000 ,0.000 ,0.000 ,0.000 
176,Verv (VLUX token),https://icomarks.com/ico/Verv-(VLUX-token),0.000 ,0.000 ,0.000 ,0.000 
177,WorkChain.io,https://icomarks.com/ico/WorkChain.io,0.000 ,0.000 ,0.000 ,0.000 
179,433token,https://icomarks.com/ico/433token,0.000 ,0.000 ,0.000 ,0.000 
186,CargoConX,https://icomarks.com/ico/CargoConX,0.000 ,0.000 ,0.000 ,0.000 
190,Dapp.com,https://icomarks.com/ico/Dapp.com,0.000 ,0.000 ,0.000 ,0.000 
204,ICOIN IEO,https://icomarks.com/ico/ICOIN-IEO,0.000 ,0.000 ,0.000 ,0.000 
214,RAWG,https://icomarks.com/ico/RAWG,0.000 ,0.000 ,0.000 ,0.000 
217,Sentigraph.io,https://icomarks.com/ico/Sentigraph.io,0.000 ,0.000 ,0.000 ,0.000 
240,KIBIS,https://icomarks.com/ico/KIBIS,0.000 ,0.000 ,0.000 ,0.000 
252,Aluna.Social,https://icomarks.com/ico/Aluna.Social,0.000 ,0.000 ,0.000 ,0.000 
272,Job.com,https://icomarks.com/ico/Job.com,0.000 ,0.000 ,0.000 ,0.000 
