id,name,url,ESG,E,S,G
4220,Luven Diagnostic,https://icomarks.com/ico/Luven-Diagnostic,0.002,0.0,0.0,0.002
4221,Makeafolio,https://icomarks.com/ico/Makeafolio,0.002,0.0,0.002,0.0
4222,marketLIST,https://icomarks.com/ico/marketLIST,0.006,0.0,0.004,0.002
4223,MB8Coin,https://icomarks.com/ico/MB8Coin,0.002,0.0,0.002,0.0
4224,MedAI Network,https://icomarks.com/ico/MedAI-Network,0.002,0.0,0.0,0.002
4225,Meet Luna,https://icomarks.com/ico/Meet-Luna,0.0,0.0,0.0,0.0
4226,Meterx,https://icomarks.com/ico/Meterx,0.006,0.0,0.004,0.002
4227,Mfun,https://icomarks.com/ico/Mfun,0.004,0.0,0.002,0.002
4228,MiCars,https://icomarks.com/ico/MiCars,0.0,0.0,0.0,0.0
4229,Mineberg,https://icomarks.com/ico/Mineberg,0.006,0.0,0.004,0.002
4230,Minex,https://icomarks.com/ico/Minex,0.002,0.0,0.002,0.0
4231,Mit-Ra,https://icomarks.com/ico/Mit-Ra,0.02,0.012,0.009,0.0
4232,MJCoin,https://icomarks.com/ico/MJCoin,0.002,0.0,0.0,0.002
4233,MobileGo,https://icomarks.com/ico/MobileGo,0.002,0.0,0.002,0.0
4234,Monaize,https://icomarks.com/ico/Monaize,0.004,0.0,0.004,0.0
4235,Moria,https://icomarks.com/ico/Moria,0.006,0.0,0.004,0.002
4236,MovieChain,https://icomarks.com/ico/MovieChain,0.015,0.0,0.013,0.002
4237,MRCHAIN,https://icomarks.com/ico/MRCHAIN,0.006,0.0,0.004,0.002
4238,MTCash,https://icomarks.com/ico/MTCash,0.004,0.0,0.002,0.002
4239,MTK,https://icomarks.com/ico/MTK,0.012,0.0,0.004,0.008
4240,MyBit,https://icomarks.com/ico/MyBit,0.004,0.0,0.002,0.002
4241,NEL,https://icomarks.com/ico/NEL,0.01,0.0,0.006,0.004
4242,Neo Smart Energy,https://icomarks.com/ico/Neo-Smart-Energy,0.018,0.014,0.004,0.0
4243,NeuronX,https://icomarks.com/ico/NeuronX,0.004,0.0,0.002,0.002
4244,Nimiq,https://icomarks.com/ico/Nimiq,0.004,0.0,0.002,0.002
4245,Notarchain.es,https://icomarks.com/ico/Notarchain.es,,,,
4246,Nuvus.io,https://icomarks.com/ico/Nuvus.io,,,,
4247,OkeyDokey,https://icomarks.com/ico/OkeyDokey,0.004,0.0,0.002,0.002
