id;name;país;category; Ano ;ESG;E;S;G; Raised ; EPI ; CO2_E ; CO2_pc ; E_RNEW ; EnvironmentalTaxesgdp ; WUI ; PolStab ; VoiceandAccountability ; GovernmentEffectiveness ; RegulatoryQuality ; RuleofLaw ; ControlofCorruption ; Easeofdoingbusiness ; GDPUSD ; GDPpc ; Consumerprice ; Reservas ; Exchanderate ; Giniindex ; Bankcapital ; nonperformingloans ; Payingtax ; Unemployment ; IDH 
10667;Moneda;Austria;Finanças & Economia; 2.018 ;0,011 ;0,000 ;0,009 ;0,002 ; 1.620.000,00 ; 86,64 ; 65.867,70 ; 7,49 ; 33,97 ; 2,53 ; 0,07 ; 1,05 ; 1,39 ; 1,50 ; 1,44 ; 1,83 ; 1,54 ; 78,90 ; 417.617,98 ; 47.429,16 ; 2,07 ; 10.344,89 ; 12,20 ; 29,70 ; 7,54 ; 2,37 ; 51,60 ; 5,50 ; 0,92 
11287;Opu Labs;British Virgin Islands;Saúde & Bem-Estar; 2.018 ;0,004 ;0,000 ;0,002 ;0,002 ; 2.000.000,00 ; -   ; -   ; -   ; 1,15 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
14573;AENCO;Samoa;Saúde & Bem-Estar; 2.018 ;0,006 ;0,000 ;0,004 ;0,002 ; 16.456.000,00 ; 54,50 ; 248,70 ; 1,19 ; 36,63 ; -   ; -   ; 1,17 ; 0,77 ; 0,67 ;-0,08 ; 0,95 ; 0,67 ; 62,10 ; -   ; 4.189,05 ; 4,21 ; 162,56 ; 2,54 ; -   ; 16,62 ; 3,60 ; 19,30 ; 9,47 ; 0,72 
16793;Open Source University;Bulgaria;Educação & Pesquisa; 2.018 ;0,006 ;0,000 ;0,004 ;0,002 ; 500.100,00 ; 83,40 ; 43.885,10 ; 6,20 ; 17,11 ; 2,80 ; 0,05 ; 0,33 ; -   ; -   ; -   ; -   ; -   ; 71,60 ; 59.300,42 ; 8.386,59 ; 2,07 ; 28.446,86 ; 1,73 ; 40,40 ; 11,39 ; 10,43 ; 27,00 ; 6,16 ; 0,81 
21631;Karatcoin;United Kingdom;Finanças & Economia; 2.018 ;0,004 ;0,000 ;0,000 ;0,004 ; 1.000.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
14348;Fluzcoin;Panama;Comércio & Varejo; 2.018 ;0,006 ;0,000 ;0,002 ;0,004 ; 10.000.000,00 ; 78,00 ; 10.136,40 ; 2,47 ; 23,60 ; 0,60 ; 0,11 ; 0,39 ; 0,52 ; 0,06 ; 0,44 ; 0,03 ;-0,59 ; 64,70 ; -   ; 15.185,97 ; 0,88 ; 2.703,34 ; 1,00 ; 49,90 ; 12,48 ; 1,42 ; 37,20 ; 5,39 ; 0,81 
1188;CrowdWiz;Estonia;Finanças & Economia; 2.017 ;0,006 ;0,000 ;0,002 ;0,004 ; 7.234.387,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
3032;ModulTrade;Gibraltar;Finanças & Economia; 2.018 ;0,004 ;0,000 ;0,004 ;0,000 ; 12.300.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
3256;Cederis;Spain;Finanças & Economia; 2.018 ;0,004 ;0,000 ;0,004 ;0,000 ; 55.385,00 ; 88,91 ; 264.723,70 ; 5,68 ; 15,18 ; 1,84 ; 0,08 ; 0,28 ; 1,02 ; 1,03 ; 0,94 ; 1,05 ; 0,54 ; 77,60 ; 1.313.766,17 ; 28.185,32 ; 1,96 ; 58.121,07 ; 147,57 ; 34,70 ; 7,62 ; 4,46 ; 48,70 ; 17,22 ; 0,90 
2774;Petro;Venezuela, RB;Finanças & Economia; 2.018 ;0,004 ;0,000 ;0,004 ;0,000 ; 735.000.000,00 ; 63,89 ; 130.158,00 ; 4,36 ; 14,57 ; -   ; -   ;-1,35 ;-1,44 ;-1,64 ;-2,37 ;-2,26 ;-1,49 ; 30,00 ; -   ; -   ; -   ; -   ; 77.629,49 ; -   ; -   ; -   ; 70,10 ; 5,02 ; 0,74 
7028;CoinMetro;Hong Kong SAR, China;Finanças & Economia; 2.018 ;0,008 ;0,000 ;0,004 ;0,004 ; 14.815.330,00 ; 65,10 ; -   ; -   ; 0,20 ; -   ; 0,11 ; 0,83 ; 0,43 ; 1,90 ; 2,16 ; 1,71 ; 1,61 ; 84,80 ; 341.223,61 ; 46.160,43 ; 1,48 ; 431.370,00 ; 7,79 ; -   ; 9,83 ; 0,67 ; 22,90 ; 3,12 ; -   
22615;Fetch.AI;Singapore;Tecnologia & Inovação; 2.018 ;0,006 ;0,000 ;0,006 ;0,000 ; 6.000.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1531;BitDegree;Lithuania;Educação & Pesquisa; 2.017 ;0,008 ;0,000 ;0,006 ;0,002 ; 22.500.000,00 ; 85,49 ; 11.222,20 ; 3,97 ; 33,78 ; 2,06 ; 0,01 ; 0,78 ; 0,99 ; 0,96 ; 1,15 ; 0,99 ; 0,55 ; 79,20 ; 47.769,77 ; 16.885,41 ; 3,72 ; 4.461,70 ; 3,06 ; 37,30 ; 9,39 ; 3,18 ; 42,60 ; 7,07 ; 0,88 
3160;BitcoinHomework;United States;Educação & Pesquisa; 2.018 ;0,004 ;0,000 ;0,004 ;0,000 ; 5.194.362,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
9635;Cryptoscene;Netherlands;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 147.232,00 ; 82,03 ; 155.710,90 ; 9,09 ; 6,39 ; 3,37 ; 0,06 ; 0,92 ; 1,50 ; 1,85 ; 2,05 ; 1,79 ; 1,78 ; 75,60 ; 835.104,94 ; 48.675,22 ; 1,39 ; 13.899,91 ; 1,95 ; 28,50 ; 6,08 ; 2,31 ; 40,40 ; 4,84 ; 0,94 
12893;TLPAC;United States;Governança & Legal; 2.018 ;0,008 ;0,000 ;0,006 ;0,002 ; 17.490.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
14008;Code of Talent;Romania;Educação & Pesquisa; 2.018 ;0,011 ;0,000 ;0,009 ;0,002 ; 3.805.714,00 ; 83,24 ; 74.208,10 ; 3,79 ; 23,35 ; 1,96 ; 0,03 ; 0,06 ; 0,60 ;-0,06 ; 0,45 ; 0,46 ;-0,12 ; 72,90 ; 209.840,65 ; 10.727,97 ; 1,35 ; 9.504,37 ; 4,05 ; 36,00 ; 8,89 ; 6,41 ; 40,00 ; 4,93 ; 0,83 
15469;Basis Neuro;Cayman Islands;Saúde & Bem-Estar; 2.018 ;0,002 ;0,000 ;0,002 ;0,000 ; 9.000.000,00 ; -   ; -   ; -   ; 0,01 ; -   ; -   ; 1,19 ; 0,49 ; 1,22 ; 0,75 ; 0,77 ; 0,52 ; -   ; -   ; 81.255,11 ; -   ; -   ; 0,83 ; -   ; -   ; -   ; -   ; -   ; -   
21141;IXTUS;China;Finanças & Economia; 2.018 ;0,002 ;0,000 ;0,002 ;0,000 ; 6.700.000,00 ; 65,10 ; 10.089.273,20 ; 7,23 ; 13,14 ; 0,67 ; 0,04 ;-0,23 ;-1,50 ; 0,44 ;-0,16 ;-0,24 ;-0,27 ; 64,60 ; 12.298.675,29 ; 8.817,05 ; 1,52 ; 3.161.814,43 ; 6,76 ; 39,10 ; 8,56 ; 1,74 ; 68,20 ; 4,47 ; 0,76 
3411;Miner One;Sweden;Energia & Sustentabilidade; 2.018 ;0,004 ;0,004 ;0,000 ;0,000 ; 9.100.000,00 ; 90,43 ; 38.168,20 ; 3,79 ; 51,82 ; 2,14 ; 0,05 ; 0,98 ; 1,57 ; 1,71 ; 1,80 ; 1,85 ; 2,14 ; 82,20 ; 542.086,28 ; 53.791,51 ; 1,80 ; 57.152,69 ; 8,55 ; 28,80 ; 6,13 ; 1,12 ; 49,10 ; 6,72 ; 0,94 
7044;Marcelo;United Kingdom;Finanças & Economia; 2.018 ;0,004 ;0,002 ;0,002 ;0,000 ; 28.370.420,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
10490;MinerOne;United Arab Emirates;Energia & Sustentabilidade; 2.018 ;0,004 ;0,004 ;0,000 ;0,000 ; 9.000.000,00 ; 69,35 ; 191.935,00 ; 21,17 ; 0,19 ; -   ; 0,08 ; 0,62 ;-1,10 ; 1,41 ; 1,01 ; 0,79 ; 1,13 ; 77,40 ; 385.488,68 ; 43.063,97 ; 1,96 ; -   ; 3,67 ; -   ; -   ; 5,30 ; 15,90 ; 2,46 ; 0,91 
9726;Hive Power;Switzerland;Energia & Sustentabilidade; 2.018 ;0,002 ;0,002 ;0,000 ;0,000 ; 59.024,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
11357;Bittwatt;Singapore;Energia & Sustentabilidade; 2.018 ;0,008 ;0,004 ;0,002 ;0,002 ; 20.000.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
13868;GRYisPower;Lithuania;Entretenimento & Mídia; 2.018 ;0,012 ;0,010 ;0,000 ;0,002 ; 449.889,00 ; 85,49 ; 11.222,20 ; 3,97 ; 33,78 ; 2,06 ; 0,01 ; 0,78 ; 0,99 ; 0,96 ; 1,15 ; 0,99 ; 0,55 ; 79,20 ; 47.769,77 ; 16.885,41 ; 3,72 ; 4.461,70 ; 3,06 ; 37,30 ; 9,39 ; 3,18 ; 42,60 ; 7,07 ; 0,88 
14763;CyClean;Singapore;Energia & Sustentabilidade; 2.018 ;0,010 ;0,008 ;0,000 ;0,002 ; 1.060.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
11108;Libra Credit;Singapore;Finanças & Economia; 2.018 ;0,011 ;0,000 ;0,009 ;0,002 ; 26.400.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
18462;Citowise;Estonia;Logística & Transporte; 2.018 ;0,002 ;0,000 ;0,002 ;0,000 ; 1.240.000,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
2189;BioFactoryCoin;United Kingdom;Saúde & Bem-Estar; 2.018 ;0,004 ;0,002 ;0,002 ;0,000 ; 39.224.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
4111;LYMPO;Estonia;Saúde & Bem-Estar; 2.018 ;0,004 ;0,000 ;0,002 ;0,002 ; 16.857.899,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
7917;SHIVOM;United Kingdom;Saúde & Bem-Estar; 2.018 ;0,004 ;0,000 ;0,002 ;0,002 ; 35.000.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
16301;Tripterium T50;Cayman Islands;Saúde & Bem-Estar; 2.018 ;0,011 ;0,000 ;0,000 ;0,011 ; 12.724.751,00 ; -   ; -   ; -   ; 0,01 ; -   ; -   ; 1,19 ; 0,49 ; 1,22 ; 0,75 ; 0,77 ; 0,52 ; -   ; -   ; 81.255,11 ; -   ; -   ; 0,83 ; -   ; -   ; -   ; -   ; -   ; -   
17639;EyeGlob;Estonia;Saúde & Bem-Estar; 2.018 ;0,006 ;0,000 ;0,004 ;0,002 ; 1.771.690,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
21799;ATLANTICO NETWORK;Spain;Comércio & Varejo; 2.018 ;0,006 ;0,000 ;0,004 ;0,002 ; 4.920.507,00 ; 88,91 ; 264.723,70 ; 5,68 ; 15,18 ; 1,84 ; 0,08 ; 0,28 ; 1,02 ; 1,03 ; 0,94 ; 1,05 ; 0,54 ; 77,60 ; 1.313.766,17 ; 28.185,32 ; 1,96 ; 58.121,07 ; 147,57 ; 34,70 ; 7,62 ; 4,46 ; 48,70 ; 17,22 ; 0,90 
1990;Etherecash;Estonia;Finanças & Economia; 2.018 ;0,006 ;0,000 ;0,002 ;0,004 ; 40.000.000,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
9131;SilentNotary;Netherlands;Governança & Legal; 2.018 ;0,008 ;0,000 ;0,002 ;0,006 ; 630.213,00 ; 82,03 ; 155.710,90 ; 9,09 ; 6,39 ; 3,37 ; 0,06 ; 0,92 ; 1,50 ; 1,85 ; 2,05 ; 1,79 ; 1,78 ; 75,60 ; 835.104,94 ; 48.675,22 ; 1,39 ; 13.899,91 ; 1,95 ; 28,50 ; 6,08 ; 2,31 ; 40,40 ; 4,84 ; 0,94 
18741;Akropolis;Gibraltar;Finanças & Economia; 2.018 ;0,006 ;0,000 ;0,006 ;0,000 ; 12.600.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1362;Wishfinance;Singapore;Finanças & Economia; 2.017 ;0,010 ;0,000 ;0,002 ;0,008 ; 920.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
186;Digital Developers Fund;Cayman Islands;Finanças & Economia; 2.017 ;0,006 ;0,000 ;0,000 ;0,006 ; 2.000.000,00 ; -   ; -   ; -   ; 0,01 ; -   ; -   ; 1,19 ; 0,49 ; 1,22 ; 0,75 ; 0,77 ; 0,52 ; -   ; -   ; 81.255,11 ; -   ; -   ; 0,83 ; -   ; -   ; -   ; -   ; -   ; -   
205;Dentacoin;Netherlands;Saúde & Bem-Estar; 2.017 ;0,004 ;0,000 ;0,002 ;0,002 ; 2.100.000,00 ; 82,03 ; 155.710,90 ; 9,09 ; 6,39 ; 3,37 ; 0,06 ; 0,92 ; 1,50 ; 1,85 ; 2,05 ; 1,79 ; 1,78 ; 75,60 ; 835.104,94 ; 48.675,22 ; 1,39 ; 13.899,91 ; 1,95 ; 28,50 ; 6,08 ; 2,31 ; 40,40 ; 4,84 ; 0,94 
261;Oxycoin;Netherlands;Saúde & Bem-Estar; 2.017 ;0,002 ;0,000 ;0,002 ;0,000 ; 6.250.000,00 ; 82,03 ; 155.710,90 ; 9,09 ; 6,39 ; 3,37 ; 0,06 ; 0,92 ; 1,50 ; 1,85 ; 2,05 ; 1,79 ; 1,78 ; 75,60 ; 835.104,94 ; 48.675,22 ; 1,39 ; 13.899,91 ; 1,95 ; 28,50 ; 6,08 ; 2,31 ; 40,40 ; 4,84 ; 0,94 
418;NaPoleonX;France;Finanças & Economia; 2.017 ;0,004 ;0,000 ;0,002 ;0,002 ; 13.951.976,00 ; 88,20 ; 317.721,20 ; 4,75 ; 14,12 ; 2,42 ; 0,05 ; 0,28 ; 1,15 ; 1,34 ; 1,15 ; 1,43 ; 1,26 ; 76,30 ; 2.598.768,09 ; 38.781,05 ; 1,03 ; 58.710,33 ; 5,82 ; 31,60 ; 6,59 ; 3,12 ; 64,10 ; 9,41 ; 0,90 
437;Ahoolee;Russian Federation;Comércio & Varejo; 2.017 ;0,006 ;0,000 ;0,004 ;0,002 ; 140.000,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
564;SNAPUP;Estonia;Comércio & Varejo; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 84.453,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
600;Dogezer;Russian Federation;Comércio & Varejo; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 896.318,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
645;FinShi Capital;Singapore;Finanças & Economia; 2.017 ;0,006 ;0,000 ;0,000 ;0,006 ; 21.420.275,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
795;CarTaxi;Russian Federation;Logística & Transporte; 2.017 ;0,004 ;0,000 ;0,002 ;0,002 ; 8.710.000,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
827;Genesis Vision;Ireland;Finanças & Economia; 2.017 ;0,004 ;0,000 ;0,002 ;0,002 ; 2.840.000,00 ; 86,60 ; 37.729,10 ; 7,85 ; 10,11 ; 1,68 ; 0,14 ; 1,00 ; 1,29 ; 1,30 ; 1,58 ; 1,41 ; 1,57 ; 80,10 ; 336.913,69 ; 69.970,95 ; 0,35 ; 4.172,02 ; 0,70 ; 31,40 ; 14,35 ; 11,46 ; 26,00 ; 6,71 ; 0,94 
896;AxionV;Singapore;Finanças & Economia; 2.017 ;0,008 ;0,000 ;0,000 ;0,008 ; 5.312.630,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
939;Terraminer;Russian Federation;Energia & Sustentabilidade; 2.017 ;0,002 ;0,000 ;0,002 ;0,000 ; 1.038.288,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
1072;CoinLoan;Estonia;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.735.926,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
1159;ChainTrade;Singapore;Finanças & Economia; 2.017 ;0,004 ;0,000 ;0,000 ;0,004 ; 30.000.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1169;CRYPTO20;Cayman Islands;Finanças & Economia; 2.017 ;0,004 ;0,000 ;0,000 ;0,004 ; 38.000.000,00 ; -   ; -   ; -   ; 0,01 ; -   ; -   ; 1,19 ; 0,49 ; 1,22 ; 0,75 ; 0,77 ; 0,52 ; -   ; -   ; 81.255,11 ; -   ; -   ; 0,83 ; -   ; -   ; -   ; -   ; -   ; -   
1515;Global Crypto Bank;Norway;Finanças & Economia; 2.017 ;0,008 ;0,000 ;0,004 ;0,004 ; 11.015.589,00 ; 86,90 ; 39.174,90 ; 7,42 ; 59,52 ; 2,25 ; 0,11 ; 1,17 ; 1,69 ; 1,98 ; 1,81 ; 2,01 ; 2,23 ; 82,40 ; 404.573,74 ; 76.131,84 ; 1,87 ; 65.969,28 ; 8,27 ; 27,00 ; -   ; 1,00 ; 39,50 ; 4,16 ; 0,96 
1560;BitClave;United States;Tecnologia & Inovação; 2.017 ;0,002 ;0,000 ;0,002 ;0,000 ; 25.547.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
1603;Bonpay;United Kingdom;Finanças & Economia; 2.017 ;0,002 ;0,000 ;0,000 ;0,002 ; 10.000.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
1736;NAU;Cayman Islands;Finanças & Economia; 2.018 ;0,002 ;0,000 ;0,000 ;0,002 ; 1.299.454,00 ; -   ; -   ; -   ; 0,01 ; -   ; -   ; 1,19 ; 0,49 ; 1,22 ; 0,75 ; 0,77 ; 0,52 ; -   ; -   ; 81.255,11 ; -   ; -   ; 0,83 ; -   ; -   ; -   ; -   ; -   ; -   
1825;AppCoins;Singapore;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 15.300.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1901;Connectius;Afghanistan;Logística & Transporte; 2.018 ;0,004 ;0,000 ;0,002 ;0,002 ; 5.112.201,00 ; 37,50 ; 10.022,78 ; 0,28 ; 19,21 ; -   ; 0,14 ;-2,80 ;-0,99 ;-1,36 ;-1,36 ;-1,58 ;-1,52 ; 38,90 ; -   ; 530,15 ; 4,98 ; -   ; 68,03 ; -   ; -   ; -   ; 47,90 ; 11,18 ; 0,48 
